,team_member_id,department,years_employeed,employee_level,team_leader,access_level
13163,13163,Data Science,9,N/A,0,level_2
19931,19931,Customer Support,6,associate,0,level_1
3693,3693,N/A,5,specialist,1,level_2
14786,14786,Operation Research,5,junior,0,level_2
7303,7303,N/A,1,junior,0,
26172,26172,Human Resources,3,senior,0,level_2
9485,9485,Operation Research,3,junior,0,level_1
24488,24488,Product Management,9,N/A,0,
13355,13355,Product Management,999,junior,0,level_4
22900,22900,,3,senior,0,level_5
16963,16963,Human Resources,2,,0,level_2
443,443,N/A,9,associate,1,level_2
24098,24098,IT,1,senior,0,level_1
23607,23607,Operation Research,5,specialist,1,level_2
5651,5651,Operation Research,7,junior,0,level_5
3496,3496,N/A,2,junior,0,level_2
10570,10570,Product Management,8,,0,N/A
13275,13275,Product Management,8,specialist,0,level_1
24195,24195,Customer Support,9,,0,
8261,8261,Human Resources,5,specialist,0,level_4
7895,7895,N/A,4,junior,0,
22943,22943,Product Management,2,N/A,0,level_1
17711,17711,Operation Research,2,,0,level_2
3648,3648,Data Science,4,,0,level_4
9697,9697,IT,0,junior,0,level_2
8873,8873,Operation Research,9,junior,0,level_2
16617,16617,Customer Support,2,senior,0,level_3
3411,3411,,1,N/A,1,level_5
24470,24470,Customer Support,999,junior,0,level_3
24804,24804,Data Science,6,,1,level_1
20237,20237,Human Resources,3,specialist,1,level_4
16450,16450,IT,999,N/A,0,level_3
21516,21516,,6,associate,0,N/A
5684,5684,,5,associate,0,level_5
4492,4492,Customer Support,8,,0,N/A
17000,17000,N/A,5,junior,0,
10658,10658,IT,5,N/A,0,level_2
3805,3805,Product Management,7,junior,0,N/A
109,109,Operation Research,0,,0,level_2
28004,28004,Product Management,4,associate,0,level_4
16125,16125,Customer Support,4,junior,1,level_2
2654,2654,,999,,0,N/A
18815,18815,Human Resources,6,,0,level_3
20243,20243,N/A,4,senior,1,level_1
2082,2082,N/A,9,,0,level_5
5884,5884,IT,7,N/A,0,level_5
26465,26465,Operation Research,6,N/A,0,level_1
11059,11059,Data Science,0,,0,level_3
1320,1320,Human Resources,4,senior,0,level_1
749,749,Product Management,7,senior,1,level_1
7245,7245,N/A,6,junior,0,level_2
21972,21972,Data Science,4,N/A,0,level_4
17951,17951,Human Resources,-1,specialist,0,level_2
16188,16188,Operation Research,3,associate,0,level_5
9826,9826,Data Science,5,senior,0,N/A
2115,2115,IT,8,N/A,0,level_2
27665,27665,N/A,3,specialist,0,level_5
23514,23514,Customer Support,7,,0,N/A
1613,1613,,1,specialist,1,level_2
27823,27823,Customer Support,-1,junior,0,level_2
19783,19783,,5,senior,0,level_3
12392,12392,Human Resources,7,senior,0,level_5
23083,23083,,1,associate,0,level_1
21820,21820,Human Resources,2,N/A,1,level_4
24765,24765,Operation Research,8,N/A,0,level_2
2138,2138,N/A,2,associate,0,N/A
22884,22884,N/A,3,N/A,0,level_2
12614,12614,,5,specialist,1,level_1
18531,18531,IT,-1,associate,0,level_1
29408,29408,Human Resources,3,associate,1,level_3
13454,13454,,5,,0,N/A
11531,11531,IT,3,,0,level_4
9564,9564,,6,N/A,1,level_5
26663,26663,Operation Research,2,N/A,0,N/A
1014,1014,,7,,0,
16693,16693,Data Science,4,specialist,0,N/A
28258,28258,Human Resources,8,associate,0,level_4
22425,22425,Data Science,6,,0,level_1
24059,24059,Product Management,-1,senior,0,level_1
26405,26405,Customer Support,5,N/A,0,level_5
23555,23555,,5,senior,0,level_2
15036,15036,IT,8,junior,0,level_2
20380,20380,N/A,4,,0,level_2
17518,17518,Operation Research,999,associate,0,level_1
14342,14342,IT,5,N/A,0,level_5
22383,22383,Data Science,3,associate,0,level_3
22219,22219,,1,N/A,0,N/A
11371,11371,,0,specialist,0,level_3
13884,13884,Product Management,6,senior,0,N/A
24051,24051,,5,specialist,0,
28822,28822,Human Resources,2,,0,level_2
20743,20743,,999,specialist,0,level_1
14123,14123,Operation Research,2,specialist,0,level_5
20198,20198,Customer Support,9,junior,0,level_2
24215,24215,Operation Research,9,N/A,0,level_1
16151,16151,Product Management,5,associate,0,level_5
27201,27201,Human Resources,8,specialist,0,level_5
815,815,Operation Research,5,associate,0,level_2
15514,15514,IT,0,specialist,0,level_5
1121,1121,,8,senior,0,level_5
15431,15431,,0,associate,1,level_5
5351,5351,Data Science,3,associate,0,N/A
27531,27531,Product Management,9,specialist,0,level_5
1743,1743,Operation Research,2,N/A,1,level_3
13664,13664,,4,,0,
16421,16421,,1,senior,0,N/A
17525,17525,Human Resources,8,senior,0,
18540,18540,Operation Research,6,N/A,1,level_4
8878,8878,Operation Research,9,associate,0,N/A
22398,22398,Product Management,6,specialist,0,level_5
350,350,Data Science,7,N/A,0,level_1
4819,4819,Operation Research,6,associate,0,level_1
10110,10110,Customer Support,8,N/A,0,level_3
25866,25866,Customer Support,999,junior,0,level_5
7216,7216,IT,4,specialist,0,N/A
7108,7108,Data Science,5,junior,0,level_1
26218,26218,IT,0,,0,level_5
26536,26536,,4,senior,0,level_3
25210,25210,N/A,6,junior,0,level_3
17991,17991,Data Science,999,N/A,0,level_4
28283,28283,Data Science,9,N/A,0,level_1
11159,11159,N/A,2,specialist,0,
13273,13273,IT,5,specialist,0,N/A
9625,9625,Customer Support,1,N/A,0,
1829,1829,Customer Support,7,associate,0,level_4
2132,2132,,2,associate,0,level_2
16261,16261,N/A,8,N/A,0,level_3
21889,21889,Human Resources,4,junior,0,level_3
24295,24295,Data Science,4,junior,0,
28206,28206,Data Science,3,N/A,0,level_2
105,105,N/A,0,junior,0,
10471,10471,Customer Support,0,,0,level_5
8794,8794,Data Science,4,,0,level_1
20433,20433,IT,7,,0,
11262,11262,Product Management,5,junior,0,level_5
13437,13437,Customer Support,999,,0,
24559,24559,IT,8,N/A,0,level_1
8756,8756,,5,specialist,0,N/A
21269,21269,Human Resources,6,junior,0,
3714,3714,Product Management,1,,0,level_1
9743,9743,Product Management,999,N/A,0,level_1
25565,25565,IT,8,senior,1,N/A
16643,16643,Customer Support,2,junior,0,
4911,4911,Human Resources,5,senior,0,level_5
18784,18784,Human Resources,8,associate,0,level_4
2007,2007,N/A,8,senior,0,
9493,9493,Customer Support,8,senior,1,
28302,28302,,7,,0,level_3
8809,8809,Human Resources,-1,N/A,0,level_3
2373,2373,,2,associate,0,N/A
16271,16271,Customer Support,6,junior,0,level_1
5292,5292,IT,4,junior,1,level_2
1620,1620,Customer Support,5,,0,
8799,8799,Product Management,8,,1,level_5
20990,20990,Data Science,9,associate,0,level_2
24800,24800,,1,associate,0,level_2
1990,1990,IT,1,associate,0,level_5
21031,21031,Customer Support,4,junior,0,level_3
23110,23110,N/A,3,senior,1,level_5
15537,15537,Product Management,0,,0,
26612,26612,Operation Research,4,,0,level_1
23724,23724,Operation Research,3,senior,0,level_3
10106,10106,N/A,1,N/A,1,level_2
3921,3921,Human Resources,8,associate,1,level_5
20030,20030,N/A,8,junior,0,level_5
25340,25340,Customer Support,7,,0,level_3
26741,26741,N/A,4,N/A,0,level_2
24046,24046,Operation Research,4,,0,level_5
19704,19704,Human Resources,6,junior,0,N/A
11862,11862,Customer Support,7,senior,0,level_2
19247,19247,IT,4,N/A,0,level_4
27352,27352,IT,6,N/A,0,N/A
26516,26516,,8,senior,0,level_1
13922,13922,Product Management,7,associate,1,N/A
7371,7371,N/A,7,associate,0,level_2
22092,22092,Operation Research,9,associate,0,level_5
17821,17821,Human Resources,4,associate,0,level_2
1313,1313,N/A,7,associate,0,level_5
18667,18667,IT,5,,0,level_3
23340,23340,Product Management,9,specialist,0,level_5
2417,2417,IT,4,,0,level_3
11779,11779,Data Science,1,N/A,0,level_1
26848,26848,,0,specialist,0,
6706,6706,Human Resources,0,,0,level_4
28795,28795,N/A,6,junior,0,level_1
13069,13069,,2,associate,0,level_4
23727,23727,N/A,4,specialist,0,level_3
2965,2965,Data Science,999,senior,0,level_3
18587,18587,N/A,-1,specialist,0,level_4
2788,2788,Human Resources,0,junior,0,level_4
13730,13730,Product Management,2,specialist,0,N/A
13159,13159,Product Management,8,specialist,1,N/A
5069,5069,Customer Support,5,junior,1,
9842,9842,Operation Research,5,junior,0,level_1
7144,7144,N/A,4,senior,0,N/A
5823,5823,Operation Research,8,N/A,0,level_3
26016,26016,IT,3,,0,level_1
28843,28843,Customer Support,7,associate,0,level_2
6583,6583,IT,6,associate,0,
7743,7743,N/A,6,associate,0,N/A
437,437,Operation Research,0,,0,level_1
11183,11183,N/A,0,junior,0,
13938,13938,Product Management,6,specialist,0,N/A
10472,10472,Product Management,5,specialist,0,level_4
13404,13404,Product Management,6,,0,level_5
172,172,Product Management,4,senior,0,level_5
1567,1567,Operation Research,2,specialist,1,level_4
22577,22577,,3,N/A,0,level_4
3480,3480,IT,7,associate,0,level_3
12288,12288,Human Resources,8,N/A,0,level_1
16339,16339,N/A,9,N/A,0,
13829,13829,,8,specialist,0,N/A
7484,7484,N/A,6,specialist,0,
27910,27910,Data Science,-1,specialist,0,level_4
14167,14167,Operation Research,7,N/A,0,N/A
4121,4121,,-1,associate,0,
24509,24509,N/A,7,junior,0,level_1
27278,27278,Customer Support,999,,0,level_3
13192,13192,Human Resources,-1,senior,0,level_2
23606,23606,Customer Support,6,associate,0,level_5
22435,22435,Human Resources,-1,N/A,0,
571,571,Customer Support,7,specialist,0,N/A
20400,20400,Customer Support,8,junior,0,level_5
8833,8833,N/A,0,N/A,0,level_2
19805,19805,Operation Research,7,specialist,0,level_3
18358,18358,IT,4,senior,0,level_2
23234,23234,,3,associate,0,level_4
5072,5072,Operation Research,7,senior,1,level_1
4069,4069,IT,5,N/A,0,level_4
16528,16528,Product Management,6,associate,0,N/A
28777,28777,Data Science,-1,specialist,0,level_4
3724,3724,Human Resources,1,specialist,0,level_3
2058,2058,IT,1,N/A,1,level_5
22656,22656,Customer Support,3,associate,1,level_4
2662,2662,Operation Research,3,junior,0,level_4
28829,28829,N/A,0,senior,0,level_4
4969,4969,Operation Research,999,junior,0,
27086,27086,Operation Research,0,N/A,0,level_1
8478,8478,Data Science,0,junior,0,level_5
22979,22979,Human Resources,0,junior,0,N/A
16859,16859,Product Management,9,specialist,1,level_4
10885,10885,Human Resources,3,specialist,0,level_5
22854,22854,Product Management,6,,0,N/A
4599,4599,Operation Research,2,specialist,0,level_3
8675,8675,,6,associate,0,level_4
10179,10179,Customer Support,9,junior,0,level_5
24500,24500,IT,3,specialist,1,level_4
5964,5964,Customer Support,0,,0,level_1
24352,24352,IT,6,,0,level_2
21117,21117,Data Science,1,,0,level_3
22422,22422,Data Science,7,junior,0,level_1
2605,2605,IT,7,,0,level_5
2121,2121,Data Science,1,N/A,0,level_3
8470,8470,N/A,1,associate,0,level_2
15602,15602,Operation Research,0,senior,0,level_1
23935,23935,Human Resources,0,junior,0,
10107,10107,,8,,0,N/A
10945,10945,IT,8,,1,
13824,13824,Data Science,0,junior,1,
18474,18474,N/A,3,junior,0,N/A
1355,1355,Human Resources,9,junior,0,level_1
19034,19034,IT,5,junior,0,level_2
26166,26166,Human Resources,2,N/A,0,N/A
6383,6383,Operation Research,1,associate,0,level_1
1118,1118,Operation Research,1,,0,level_2
27669,27669,IT,4,specialist,0,
8892,8892,,3,associate,0,level_4
8526,8526,,7,associate,0,level_3
16326,16326,Customer Support,4,senior,0,level_5
20955,20955,IT,9,junior,1,level_2
28551,28551,IT,1,senior,0,level_1
7715,7715,Product Management,5,specialist,0,level_4
20253,20253,Operation Research,-1,,0,level_5
246,246,Human Resources,0,junior,0,
173,173,N/A,0,associate,0,
15881,15881,IT,-1,N/A,0,level_2
29179,29179,,4,specialist,0,
24094,24094,Human Resources,4,,0,level_5
3166,3166,Human Resources,999,specialist,0,level_3
18123,18123,Data Science,5,associate,0,level_2
20691,20691,,9,associate,0,level_4
14429,14429,N/A,3,associate,0,level_2
7583,7583,Operation Research,0,N/A,0,level_2
19291,19291,Product Management,8,,0,
16484,16484,N/A,3,junior,0,level_1
7316,7316,N/A,7,associate,0,level_2
5511,5511,Operation Research,9,,0,level_2
7055,7055,Customer Support,7,specialist,0,level_4
5332,5332,,4,associate,0,level_3
6178,6178,Customer Support,0,junior,0,N/A
16282,16282,Customer Support,1,associate,1,level_4
27612,27612,,6,,0,level_4
28104,28104,Human Resources,9,,0,
2581,2581,N/A,7,specialist,0,level_5
8492,8492,Product Management,5,junior,0,level_1
17389,17389,Human Resources,5,junior,0,N/A
13541,13541,Product Management,-1,associate,0,level_4
21169,21169,IT,8,senior,0,level_2
19076,19076,Operation Research,5,senior,0,N/A
28528,28528,Human Resources,8,,0,level_4
13601,13601,Product Management,6,,0,level_5
2839,2839,IT,4,associate,0,level_2
21590,21590,Customer Support,3,associate,0,level_5
2392,2392,N/A,2,N/A,0,
28893,28893,,0,specialist,0,level_3
17914,17914,Customer Support,999,associate,0,N/A
19257,19257,Data Science,7,associate,0,level_5
16951,16951,,-1,N/A,0,level_3
15467,15467,Human Resources,5,associate,0,level_4
14980,14980,Product Management,9,,0,level_1
15031,15031,Data Science,7,N/A,0,level_1
19025,19025,Data Science,1,N/A,0,level_3
10833,10833,Product Management,0,associate,0,
5101,5101,,0,,1,
25808,25808,Human Resources,5,specialist,1,level_5
11281,11281,Human Resources,9,junior,0,
1680,1680,Operation Research,6,senior,1,level_4
25099,25099,,5,specialist,1,level_3
11345,11345,,0,junior,0,level_4
11410,11410,Human Resources,3,specialist,1,level_2
20670,20670,Operation Research,8,N/A,0,
17867,17867,Operation Research,6,specialist,0,level_3
7636,7636,IT,6,junior,1,level_3
8918,8918,Human Resources,4,associate,0,
7929,7929,,9,specialist,0,
24575,24575,,4,N/A,1,N/A
27764,27764,,5,,0,level_2
7093,7093,Product Management,-1,associate,0,level_5
2346,2346,Operation Research,9,specialist,1,N/A
14092,14092,Data Science,8,specialist,0,N/A
9132,9132,Product Management,2,N/A,0,level_2
11163,11163,Data Science,9,,0,level_5
15877,15877,Product Management,7,senior,0,N/A
12199,12199,Customer Support,6,N/A,0,level_5
5809,5809,Data Science,3,junior,0,level_1
20219,20219,Data Science,6,,0,
6930,6930,,8,,0,N/A
3438,3438,Human Resources,4,N/A,0,level_5
27957,27957,Data Science,1,N/A,0,
13768,13768,Customer Support,0,junior,0,
6754,6754,Human Resources,999,senior,0,level_5
24119,24119,Human Resources,1,specialist,1,level_2
11607,11607,Product Management,-1,associate,0,level_2
17869,17869,Operation Research,9,junior,0,level_4
4126,4126,Data Science,9,senior,0,level_3
26923,26923,Customer Support,3,,0,level_4
6217,6217,,3,associate,0,level_3
26472,26472,Operation Research,-1,senior,0,level_1
5699,5699,IT,1,junior,0,level_1
3856,3856,IT,7,senior,0,level_1
15440,15440,Data Science,5,junior,1,N/A
18027,18027,Customer Support,3,N/A,0,level_3
2723,2723,Operation Research,7,specialist,0,level_4
13499,13499,Data Science,6,junior,1,
8084,8084,,8,N/A,0,level_4
28646,28646,Customer Support,8,associate,0,N/A
21890,21890,Data Science,-1,associate,0,N/A
19223,19223,Data Science,2,senior,0,
23296,23296,Operation Research,4,,0,N/A
8842,8842,Data Science,0,junior,0,N/A
22950,22950,Customer Support,0,associate,0,N/A
16163,16163,Customer Support,1,associate,0,N/A
15468,15468,N/A,999,N/A,0,level_2
1309,1309,Operation Research,-1,junior,1,level_4
2184,2184,IT,8,senior,0,level_5
14363,14363,Customer Support,3,,0,N/A
18013,18013,N/A,1,senior,0,level_2
14483,14483,Human Resources,6,N/A,0,
14449,14449,,8,junior,0,
21197,21197,,5,senior,0,level_5
24974,24974,N/A,8,associate,0,level_1
5379,5379,N/A,3,senior,0,level_4
3570,3570,Operation Research,6,junior,0,level_1
12695,12695,IT,2,,0,level_4
10383,10383,,4,associate,0,level_5
19099,19099,Data Science,6,N/A,0,N/A
15457,15457,Product Management,1,junior,0,N/A
6511,6511,N/A,-1,senior,0,level_2
3727,3727,,3,junior,0,level_3
27282,27282,IT,3,N/A,0,level_1
8500,8500,Operation Research,3,specialist,0,level_3
13934,13934,Product Management,9,N/A,0,level_1
6384,6384,,-1,junior,0,level_5
23962,23962,Data Science,-1,associate,1,
26866,26866,Operation Research,4,,0,level_1
13683,13683,Human Resources,2,N/A,0,level_2
22423,22423,N/A,4,N/A,1,level_5
12260,12260,Operation Research,4,associate,0,level_1
13886,13886,Human Resources,4,junior,0,level_4
14226,14226,N/A,6,associate,0,level_4
4532,4532,N/A,7,N/A,0,level_5
2264,2264,Product Management,3,N/A,0,level_3
27719,27719,Human Resources,7,specialist,0,level_1
1695,1695,IT,0,specialist,1,level_5
28089,28089,Human Resources,8,,0,level_5
13696,13696,Data Science,2,specialist,0,level_5
14032,14032,Customer Support,-1,,1,level_2
23485,23485,Human Resources,3,N/A,1,level_2
4295,4295,Product Management,5,junior,0,level_5
29501,29501,Customer Support,5,associate,0,
7053,7053,Operation Research,9,senior,0,level_1
24328,24328,IT,1,junior,0,level_2
21044,21044,N/A,9,associate,0,N/A
6834,6834,IT,4,associate,0,level_3
25528,25528,Operation Research,0,senior,0,
23718,23718,Operation Research,1,specialist,0,level_3
24047,24047,Customer Support,8,senior,0,N/A
10239,10239,,7,junior,0,level_3
23970,23970,,6,associate,0,level_3
21813,21813,Human Resources,6,junior,0,level_2
27511,27511,,999,,0,level_1
11396,11396,N/A,-1,associate,0,
13184,13184,Customer Support,7,associate,0,level_2
15509,15509,Human Resources,2,associate,0,level_5
8232,8232,,3,associate,0,level_1
20612,20612,Operation Research,1,associate,1,
23968,23968,N/A,1,associate,0,level_4
20157,20157,Human Resources,8,junior,0,level_5
14554,14554,Human Resources,4,specialist,0,level_4
19443,19443,Data Science,-1,associate,0,
26441,26441,Data Science,-1,N/A,0,level_5
3962,3962,Data Science,0,junior,0,level_4
10067,10067,,4,,0,N/A
4207,4207,IT,2,associate,1,N/A
21486,21486,Customer Support,8,N/A,0,N/A
17825,17825,Operation Research,5,specialist,0,
21859,21859,Data Science,5,N/A,0,level_2
29167,29167,Human Resources,4,senior,0,level_2
17178,17178,Operation Research,-1,senior,0,N/A
12821,12821,Data Science,2,associate,0,
18382,18382,Operation Research,9,,0,level_2
29473,29473,Product Management,8,N/A,1,level_1
1270,1270,IT,6,associate,0,N/A
12658,12658,IT,5,junior,0,level_2
7841,7841,Data Science,999,associate,0,
1724,1724,,4,N/A,0,level_4
6444,6444,,5,,0,level_2
16346,16346,IT,8,specialist,1,N/A
29987,29987,Operation Research,0,junior,0,N/A
12221,12221,Operation Research,3,junior,0,level_2
7561,7561,Data Science,3,associate,0,level_1
1125,1125,Operation Research,7,N/A,0,level_3
19037,19037,Operation Research,8,associate,0,level_5
16026,16026,Customer Support,3,specialist,0,
22278,22278,Product Management,2,specialist,0,level_3
24501,24501,,5,specialist,0,
5125,5125,N/A,1,senior,1,level_3
10437,10437,Operation Research,6,junior,0,level_3
3537,3537,Operation Research,7,associate,0,level_3
9598,9598,,-1,N/A,0,level_4
5009,5009,Operation Research,-1,,0,level_3
13872,13872,Product Management,9,senior,0,level_5
6538,6538,Product Management,-1,specialist,0,
4916,4916,Product Management,9,N/A,0,
21190,21190,IT,0,junior,0,level_3
20722,20722,,8,specialist,0,
8240,8240,Customer Support,9,senior,0,N/A
3418,3418,Operation Research,3,senior,0,N/A
28934,28934,Operation Research,2,associate,0,level_1
21974,21974,IT,3,specialist,0,level_5
17138,17138,IT,4,senior,0,level_3
10058,10058,Human Resources,1,specialist,0,
5606,5606,IT,9,specialist,0,N/A
775,775,Customer Support,9,senior,0,
10208,10208,,0,senior,0,N/A
27007,27007,IT,1,senior,0,level_3
5826,5826,,999,junior,0,
15682,15682,Operation Research,3,senior,0,level_5
14953,14953,Data Science,6,,0,level_3
29617,29617,Operation Research,2,N/A,0,level_3
22103,22103,IT,4,,0,level_4
14791,14791,IT,4,specialist,0,N/A
8448,8448,Data Science,5,specialist,0,level_1
28288,28288,Product Management,7,associate,0,level_1
23804,23804,Human Resources,2,,0,level_1
10177,10177,N/A,0,senior,0,level_4
23470,23470,Product Management,0,specialist,0,level_3
7747,7747,,2,senior,0,level_5
5212,5212,Human Resources,3,N/A,0,
27416,27416,,3,senior,1,level_5
13307,13307,Product Management,3,specialist,0,N/A
9220,9220,Product Management,9,specialist,0,level_3
25373,25373,,7,junior,0,level_5
9067,9067,IT,8,specialist,1,N/A
14833,14833,Operation Research,8,associate,0,N/A
16851,16851,Operation Research,9,senior,0,N/A
195,195,,7,,0,level_5
17523,17523,Human Resources,3,N/A,0,level_1
24303,24303,Operation Research,6,associate,0,
7584,7584,Data Science,1,,0,
13060,13060,Human Resources,0,specialist,1,
12484,12484,Human Resources,9,junior,0,
1626,1626,Operation Research,0,,1,N/A
6028,6028,Operation Research,7,senior,1,level_5
28769,28769,,6,associate,0,level_3
7476,7476,Operation Research,2,senior,0,
1473,1473,Operation Research,7,,0,N/A
25291,25291,IT,6,N/A,1,N/A
11579,11579,Human Resources,999,N/A,0,level_5
4598,4598,Human Resources,2,associate,0,level_2
29216,29216,,4,specialist,0,
202,202,Product Management,9,junior,0,level_1
6219,6219,N/A,5,,0,level_1
22548,22548,Data Science,8,specialist,0,level_2
29869,29869,N/A,-1,specialist,0,level_2
19852,19852,Customer Support,9,N/A,1,level_4
25467,25467,Data Science,3,,0,N/A
15476,15476,Data Science,4,specialist,0,level_1
17737,17737,Human Resources,4,junior,0,level_2
8255,8255,Data Science,3,junior,0,level_1
17112,17112,Customer Support,7,associate,0,level_3
1172,1172,Human Resources,8,associate,0,level_1
22325,22325,IT,7,specialist,0,level_1
22063,22063,,5,,0,level_4
29097,29097,Data Science,3,associate,1,level_3
8971,8971,Customer Support,4,N/A,1,level_1
2383,2383,Data Science,4,specialist,0,N/A
7410,7410,Operation Research,7,senior,0,level_2
11782,11782,Data Science,1,associate,1,
11847,11847,Product Management,6,junior,0,level_3
8720,8720,Customer Support,1,associate,0,N/A
9620,9620,Product Management,3,junior,0,N/A
29036,29036,Data Science,2,junior,1,
11028,11028,Data Science,5,junior,0,level_4
9480,9480,N/A,7,associate,1,level_2
17735,17735,Data Science,3,junior,1,level_4
29484,29484,Human Resources,8,specialist,0,level_5
15950,15950,Operation Research,4,associate,0,level_2
9277,9277,Product Management,9,specialist,0,level_1
24857,24857,Data Science,2,N/A,0,level_5
3456,3456,Operation Research,4,,0,level_2
29651,29651,Human Resources,2,specialist,0,level_2
2727,2727,N/A,4,,0,level_1
26772,26772,N/A,9,junior,0,level_5
16195,16195,IT,1,junior,0,N/A
26950,26950,Human Resources,4,,0,N/A
11602,11602,Customer Support,4,senior,0,level_3
4794,4794,,0,senior,0,
8436,8436,Data Science,3,specialist,1,N/A
22094,22094,Data Science,0,specialist,1,N/A
6959,6959,Operation Research,8,N/A,0,level_2
29229,29229,Product Management,0,N/A,0,
4870,4870,N/A,7,senior,0,level_3
908,908,Operation Research,-1,junior,0,
12142,12142,Product Management,4,,1,level_2
7737,7737,Human Resources,0,senior,0,level_4
10035,10035,Human Resources,2,specialist,0,
12525,12525,IT,3,junior,1,level_4
12114,12114,Customer Support,1,,0,level_4
6688,6688,IT,1,associate,0,level_3
1557,1557,IT,4,junior,0,N/A
19572,19572,N/A,1,specialist,0,level_3
21760,21760,Operation Research,6,senior,0,level_2
29676,29676,Data Science,7,senior,0,
8110,8110,Data Science,3,associate,0,
12820,12820,Customer Support,6,N/A,0,
4115,4115,N/A,9,senior,0,level_2
17466,17466,Data Science,1,N/A,0,level_1
20452,20452,N/A,7,senior,1,level_4
15736,15736,Product Management,7,N/A,0,level_1
6003,6003,,6,associate,1,level_4
16456,16456,Operation Research,5,junior,0,level_5
15902,15902,,1,senior,0,level_1
680,680,IT,7,specialist,1,level_3
9928,9928,Data Science,9,N/A,0,level_1
29284,29284,Human Resources,1,associate,0,N/A
3204,3204,Operation Research,4,senior,0,level_3
26101,26101,,9,N/A,0,level_3
21605,21605,Human Resources,8,specialist,0,level_4
24141,24141,Customer Support,5,N/A,0,N/A
12103,12103,IT,4,senior,0,level_2
1229,1229,Data Science,6,N/A,0,level_5
22539,22539,Product Management,4,specialist,0,level_2
28534,28534,N/A,7,senior,0,level_3
22082,22082,N/A,7,senior,0,level_2
25406,25406,Product Management,0,senior,0,N/A
22317,22317,Customer Support,5,junior,1,N/A
8580,8580,,6,,0,level_2
4633,4633,IT,9,,1,level_5
24337,24337,Human Resources,4,N/A,0,
10994,10994,N/A,1,N/A,0,level_3
12694,12694,Data Science,0,N/A,0,level_4
9044,9044,Data Science,1,junior,1,level_4
1629,1629,Product Management,5,,0,N/A
17748,17748,Product Management,999,,0,level_2
4383,4383,Operation Research,5,junior,1,level_4
22574,22574,Data Science,1,N/A,1,level_2
18794,18794,Human Resources,-1,,0,level_3
21375,21375,Operation Research,0,,1,level_4
25572,25572,Customer Support,0,associate,0,level_5
16230,16230,Product Management,3,senior,1,level_3
23740,23740,,8,junior,1,level_5
21427,21427,,999,senior,0,N/A
25056,25056,IT,6,senior,0,level_1
21248,21248,Operation Research,999,N/A,0,level_4
14427,14427,Human Resources,2,,0,N/A
25272,25272,Customer Support,6,specialist,0,level_4
5662,5662,,2,N/A,0,level_1
5313,5313,Operation Research,5,,0,N/A
7924,7924,Human Resources,6,N/A,0,level_5
8180,8180,,1,senior,0,level_3
21255,21255,N/A,5,associate,0,level_2
6312,6312,Operation Research,-1,specialist,0,level_1
873,873,N/A,2,junior,0,level_2
9862,9862,Operation Research,1,specialist,1,level_5
24237,24237,Operation Research,4,N/A,0,level_2
15729,15729,Customer Support,7,N/A,0,level_4
21619,21619,Operation Research,4,associate,0,level_4
11306,11306,,6,,1,level_1
1247,1247,Data Science,1,associate,0,level_4
18738,18738,,2,specialist,0,N/A
7668,7668,Human Resources,3,junior,0,level_5
20830,20830,Operation Research,3,associate,1,level_5
19961,19961,Customer Support,5,senior,0,level_1
16176,16176,Customer Support,3,associate,1,N/A
15088,15088,N/A,5,associate,0,level_1
4754,4754,,2,,0,level_4
9016,9016,Customer Support,4,N/A,1,
24275,24275,N/A,7,senior,0,level_4
8498,8498,Operation Research,5,senior,0,level_1
27803,27803,Customer Support,2,senior,0,level_2
25678,25678,Customer Support,9,associate,0,level_1
20020,20020,N/A,7,junior,0,level_2
7109,7109,,0,specialist,0,
2326,2326,Product Management,2,senior,0,level_5
6767,6767,Data Science,6,junior,0,level_4
22406,22406,IT,7,senior,0,level_5
25028,25028,Operation Research,9,junior,0,level_3
23502,23502,Data Science,2,,0,level_4
8450,8450,,5,senior,1,N/A
5797,5797,Product Management,7,,0,level_4
7566,7566,Customer Support,1,N/A,0,level_2
6599,6599,N/A,8,specialist,0,N/A
13669,13669,Product Management,2,senior,0,
25247,25247,Product Management,7,specialist,0,
28215,28215,N/A,3,senior,0,level_1
4180,4180,,0,specialist,1,level_3
1907,1907,IT,7,senior,0,level_1
15981,15981,IT,8,specialist,0,level_2
6539,6539,Customer Support,9,specialist,0,N/A
9218,9218,Human Resources,2,senior,0,level_5
10652,10652,,2,,1,level_2
6961,6961,,7,junior,0,level_1
25263,25263,Human Resources,0,senior,0,level_3
9599,9599,Product Management,8,,0,level_4
25975,25975,Product Management,6,senior,0,level_2
17378,17378,Operation Research,9,specialist,0,level_5
18855,18855,,2,,1,
16875,16875,Human Resources,5,N/A,0,level_3
25893,25893,Human Resources,4,specialist,0,N/A
18369,18369,Product Management,999,associate,0,level_1
22323,22323,Customer Support,6,,0,level_5
5862,5862,Operation Research,0,specialist,0,level_4
441,441,Customer Support,6,associate,0,level_5
29074,29074,IT,-1,N/A,0,level_5
23265,23265,,9,senior,0,level_5
25647,25647,Human Resources,9,associate,0,level_2
9998,9998,Product Management,7,senior,0,N/A
22382,22382,Operation Research,3,,0,level_1
10243,10243,,4,specialist,0,level_4
9693,9693,Product Management,9,associate,1,level_2
134,134,Human Resources,8,N/A,0,level_2
14383,14383,Customer Support,2,junior,0,level_1
